,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Market Sizes | Historical/Forecast,,,,,,,,,,,
Geography,Category,Data Type,Unit,Current Constant,2017,2018,2019,2020,2021,2022,2023
Japan,Sports Drinks,Off-trade Volume,million litres,-,"1,296.2","1,306.0","1,235.5","1,085.6","1,078.5","1,230.8","1,240.5"
Japan,Sports Drinks,Off-trade Value RSP,JPY billion,Current Prices,296.6,301.8,287.4,251.9,250.0,291.1,307.1
Japan,Asian Speciality Drinks,Off-trade Volume,million litres,-,405.4,449.8,445.3,393.5,373.7,388.2,378.1
Japan,Asian Speciality Drinks,Off-trade Value RSP,JPY billion,Current Prices,128.1,142.3,143.2,127.2,121.0,126.9,130.4
Kazakhstan,HW Soft Drinks - modelled,Retail Volume,million litres,-,374.4,400.2,466.0,490.6,550.6,601.2,643.5
Kazakhstan,HW Soft Drinks - modelled,Retail Value RSP,KZT million,Current Prices,"116,046.9","133,345.6","174,459.9","221,948.7","288,345.9","353,931.4","415,392.9"
Kazakhstan,Soft Drinks,Off-trade Volume,million litres,-,"2,033.2","2,125.2","2,402.7","2,479.9","2,684.4","2,943.3","3,148.9"
Kazakhstan,Soft Drinks,Off-trade Value RSP,KZT billion,Current Prices,435.5,482.6,610.7,767.3,954.5,"1,263.0","1,532.2"
Kazakhstan,Bottled Water,Off-trade Volume,million litres,-,763.9,793.0,900.0,937.9,977.1,"1,037.4","1,095.8"
Kazakhstan,Bottled Water,Off-trade Value RSP,KZT billion,Current Prices,123.2,134.4,171.3,235.0,271.3,333.2,392.6
Kazakhstan,Carbonates,Off-trade Volume,million litres,-,890.8,961.0,"1,090.4","1,097.7","1,188.4","1,295.6","1,368.8"
Kazakhstan,Carbonates,Off-trade Value RSP,KZT billion,Current Prices,182.7,208.0,262.7,318.1,399.8,533.5,640.1
Kazakhstan,Regular Carbonates - modelled,Off-trade Volume,million litres,-,883.2,950.7,"1,077.3","1,083.9","1,173.3","1,279.1","1,351.1"
Kazakhstan,Regular Carbonates - modelled,Off-trade Value RSP,KZT billion,Current Prices,181.0,205.7,259.6,314.3,394.9,526.7,631.9
Kazakhstan,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,7.6,10.3,13.0,13.8,15.1,16.5,17.8
Kazakhstan,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,KZT billion,Current Prices,1.7,2.3,3.2,3.8,5.0,6.8,8.2
Kazakhstan,Concentrates,Off-trade Volume,million litres,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kazakhstan,Concentrates,Off-trade Value RSP,KZT billion,Current Prices,0.4,0.5,0.5,0.5,0.7,0.8,0.9
Kazakhstan,Juice,Off-trade Volume,million litres,-,154.4,143.5,127.1,129.9,133.5,139.1,143.2
Kazakhstan,Juice,Off-trade Value RSP,KZT billion,Current Prices,45.5,48.3,49.5,57.1,67.7,82.8,94.6
Kazakhstan,RTD Coffee,Off-trade Volume,million litres,-,-,-,-,1.5,2.0,2.4,2.7
Kazakhstan,RTD Coffee,Off-trade Value RSP,KZT billion,Current Prices,-,-,-,3.7,5.3,7.0,8.8
Kazakhstan,RTD Tea,Off-trade Volume,million litres,-,167.2,162.0,198.2,210.7,247.3,298.7,336.6
Kazakhstan,RTD Tea,Off-trade Value RSP,KZT billion,Current Prices,40.8,42.2,56.7,68.4,87.3,121.8,154.2
Kazakhstan,Energy Drinks,Off-trade Volume,million litres,-,56.9,65.6,86.9,102.1,136.1,170.1,201.7
Kazakhstan,Energy Drinks,Off-trade Value RSP,KZT billion,Current Prices,42.9,49.3,69.9,84.5,122.4,183.8,241.0
Kazakhstan,Sports Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Kazakhstan,Sports Drinks,Off-trade Value RSP,KZT billion,Current Prices,-,-,-,-,-,-,-
Kazakhstan,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Kazakhstan,Asian Speciality Drinks,Off-trade Value RSP,KZT billion,Current Prices,-,-,-,-,-,-,-
Laos,Soft Drinks,Off-trade Volume,million litres,-,119.6,133.6,150.3,164.7,150.4,161.5,173.4
Laos,Soft Drinks,Off-trade Value RSP,LAK million,Current Prices,"1,488,776.1","1,663,686.2","1,885,714.0","2,177,609.3","2,105,296.0","2,366,935.6","2,601,763.1"
Laos,Bottled Water,Off-trade Volume,million litres,-,4.1,5.2,6.7,7.9,7.6,8.1,9.1
Laos,Bottled Water,Off-trade Value RSP,LAK million,Current Prices,"19,607.3","24,747.9","31,488.7","37,500.9","36,665.7","41,627.4","47,796.7"
Laos,Carbonates,Off-trade Volume,million litres,-,41.5,48.9,58.9,69.8,62.2,68.6,75.7
Laos,Carbonates,Off-trade Value RSP,LAK million,Current Prices,"359,518.6","426,065.3","522,385.1","627,175.5","566,136.6","668,001.7","760,744.4"
Laos,Regular Carbonates - modelled,Off-trade Volume,million litres,-,41.5,48.9,58.9,69.8,62.2,68.6,75.7
Laos,Regular Carbonates - modelled,Off-trade Value RSP,LAK million,Current Prices,"359,518.6","426,065.3","522,385.1","627,175.5","566,136.6","668,001.7","760,744.4"
Laos,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Laos,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,LAK million,Current Prices,-,-,-,-,-,-,-
Laos,Concentrates,Off-trade Volume,million litres,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laos,Concentrates,Off-trade Value RSP,LAK million,Current Prices,113.7,121.7,131.7,136.7,119.0,134.5,151.2
Laos,Juice,Off-trade Volume,million litres,-,2.4,2.6,2.7,2.6,2.5,2.6,2.7
Laos,Juice,Off-trade Value RSP,LAK million,Current Prices,"29,865.2","32,085.9","34,871.5","39,856.0","39,282.2","43,230.9","47,387.1"
Laos,RTD Coffee,Off-trade Volume,million litres,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laos,RTD Coffee,Off-trade Value RSP,LAK million,Current Prices,383.6,400.1,420.1,433.0,446.8,482.1,514.3
Laos,RTD Tea,Off-trade Volume,million litres,-,61.9,66.2,70.4,72.8,67.0,71.0,74.4
Laos,RTD Tea,Off-trade Value RSP,LAK million,Current Prices,"834,027.5","909,089.9","995,453.5","1,144,771.5","1,121,876.1","1,256,501.2","1,364,150.7"
Laos,Energy Drinks,Off-trade Volume,million litres,-,7.1,7.5,7.9,8.2,8.2,7.8,7.9
Laos,Energy Drinks,Off-trade Value RSP,LAK million,Current Prices,"198,686.9","215,015.8","233,292.1","260,741.1","279,134.7","280,530.4","293,209.9"
Laos,Sports Drinks,Off-trade Volume,million litres,-,2.7,3.2,3.7,3.3,2.8,3.3,3.7
Laos,Sports Drinks,Off-trade Value RSP,LAK million,Current Prices,"46,573.2","56,159.7","67,671.3","66,994.5","61,635.0","76,427.4","87,808.7"
Laos,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Laos,Asian Speciality Drinks,Off-trade Value RSP,LAK million,Current Prices,-,-,-,-,-,-,-
Malaysia,HW Soft Drinks,Retail Volume,million litres,-,712.9,756.2,801.6,806.7,783.8,843.6,900.9
Malaysia,HW Soft Drinks,Retail Value RSP,MYR million,Current Prices,"2,227.5","2,341.1","2,472.6","2,474.7","2,354.8","2,513.5","2,667.9"
Malaysia,Soft Drinks,Off-trade Volume,million litres,-,"1,584.3","1,609.0","1,651.6","1,655.9","1,602.3","1,646.6","1,679.4"
Malaysia,Soft Drinks,Off-trade Value RSP,MYR million,Current Prices,"4,603.4","4,627.3","4,777.6","4,785.5","4,571.4","4,923.3","5,147.9"
Malaysia,Bottled Water,Off-trade Volume,million litres,-,508.4,543.8,586.0,607.3,605.7,622.5,645.9
Malaysia,Bottled Water,Off-trade Value RSP,MYR million,Current Prices,603.4,653.1,704.4,729.1,726.1,783.4,839.8
Malaysia,Carbonates,Off-trade Volume,million litres,-,468.1,446.7,431.8,413.1,399.0,402.8,404.0
Malaysia,Carbonates,Off-trade Value RSP,MYR million,Current Prices,"1,241.9","1,177.0","1,169.6","1,128.6","1,089.4","1,144.4","1,182.2"
Malaysia,Regular Carbonates,Off-trade Volume,million litres,-,444.5,423.9,408.6,390.8,377.2,380.3,381.0
Malaysia,Regular Carbonates,Off-trade Value RSP,MYR million,Current Prices,"1,180.2","1,117.9","1,108.9","1,070.2","1,032.2","1,082.5","1,116.8"
Malaysia,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,23.6,22.7,23.3,22.3,21.8,22.5,23.0
Malaysia,Reduced Sugar Carbonates,Off-trade Value RSP,MYR million,Current Prices,61.7,59.1,60.7,58.4,57.2,61.9,65.3
Malaysia,Concentrates,Off-trade Volume,million litres,-,27.6,26.1,26.5,29.2,27.1,27.4,27.8
Malaysia,Concentrates,Off-trade Value RSP,MYR million,Current Prices,234.5,219.1,222.4,250.7,232.9,241.5,252.1
Malaysia,Juice,Off-trade Volume,million litres,-,149.8,152.5,154.5,167.2,159.6,162.8,164.9
Malaysia,Juice,Off-trade Value RSP,MYR million,Current Prices,609.3,622.6,645.2,692.8,659.7,708.3,739.1
Malaysia,RTD Coffee,Off-trade Volume,million litres,-,25.3,27.1,28.8,29.1,28.6,29.2,29.7
Malaysia,RTD Coffee,Off-trade Value RSP,MYR million,Current Prices,194.7,208.5,226.2,229.1,226.8,244.4,256.5
Malaysia,RTD Tea,Off-trade Volume,million litres,-,89.8,97.7,107.9,107.3,102.7,106.8,108.9
Malaysia,RTD Tea,Off-trade Value RSP,MYR million,Current Prices,323.4,338.7,373.8,370.7,355.1,388.7,409.9
Malaysia,Energy Drinks,Off-trade Volume,million litres,-,23.8,24.0,24.2,24.4,23.7,24.1,24.2
Malaysia,Energy Drinks,Off-trade Value RSP,MYR million,Current Prices,230.4,233.8,243.5,247.5,237.4,253.4,262.8
Malaysia,Sports Drinks,Off-trade Volume,million litres,-,250.5,253.0,254.8,240.7,220.7,232.7,235.4
Malaysia,Sports Drinks,Off-trade Value RSP,MYR million,Current Prices,"1,017.1","1,030.6","1,048.4",987.6,902.6,995.7,"1,036.7"
Malaysia,Asian Speciality Drinks,Off-trade Volume,million litres,-,40.9,38.3,37.0,37.7,35.2,38.4,38.4
Malaysia,Asian Speciality Drinks,Off-trade Value RSP,MYR million,Current Prices,148.8,144.0,144.2,149.4,141.5,163.5,168.7
Myanmar,Soft Drinks,Off-trade Volume,million litres,-,289.9,300.9,312.6,314.5,287.2,305.4,322.0
Myanmar,Soft Drinks,Off-trade Value RSP,MMK million,Current Prices,"365,831.0","395,308.3","425,489.5","443,351.9","432,710.7","510,519.4","585,079.0"
Myanmar,Bottled Water,Off-trade Volume,million litres,-,68.8,72.4,76.1,77.9,71.0,73.7,78.4
Myanmar,Bottled Water,Off-trade Value RSP,MMK million,Current Prices,"17,116.5","19,707.0","22,715.8","25,851.5","25,164.5","29,438.9","35,100.8"
Myanmar,Carbonates,Off-trade Volume,million litres,-,93.3,96.5,100.1,103.1,90.7,98.8,103.7
Myanmar,Carbonates,Off-trade Value RSP,MMK million,Current Prices,"95,012.3","101,671.5","109,045.4","116,961.3","108,222.8","131,628.5","151,295.8"
Myanmar,Regular Carbonates - modelled,Off-trade Volume,million litres,-,93.3,96.5,100.1,103.1,90.7,98.8,103.7
Myanmar,Regular Carbonates - modelled,Off-trade Value RSP,MMK million,Current Prices,"95,012.3","101,671.5","109,045.4","116,961.3","108,222.8","131,628.5","151,295.8"
Myanmar,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Myanmar,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,MMK million,Current Prices,-,-,-,-,-,-,-
Myanmar,Concentrates,Off-trade Volume,million litres,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Myanmar,Concentrates,Off-trade Value RSP,MMK million,Current Prices,209.4,230.1,248.4,265.0,277.2,306.9,341.9
Myanmar,Juice,Off-trade Volume,million litres,-,71.3,73.7,76.2,74.4,74.2,77.2,80.1
Myanmar,Juice,Off-trade Value RSP,MMK million,Current Prices,"129,994.3","137,892.3","146,738.7","148,978.9","156,765.0","178,264.7","199,406.8"
Myanmar,RTD Coffee,Off-trade Volume,million litres,-,1.2,1.3,1.4,1.3,1.2,1.3,1.3
Myanmar,RTD Coffee,Off-trade Value RSP,MMK million,Current Prices,"3,612.2","4,024.7","4,447.3","4,495.6","4,407.5","4,980.4","5,713.9"
Myanmar,RTD Tea,Off-trade Volume,million litres,-,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Myanmar,RTD Tea,Off-trade Value RSP,MMK million,Current Prices,401.0,447.0,473.5,485.3,434.7,535.9,608.5
Myanmar,Energy Drinks,Off-trade Volume,million litres,-,48.9,50.7,52.2,51.0,44.9,48.9,52.3
Myanmar,Energy Drinks,Off-trade Value RSP,MMK million,Current Prices,"113,463.9","124,979.0","135,082.3","139,323.1","131,851.5","158,435.4","184,326.5"
Myanmar,Sports Drinks,Off-trade Volume,million litres,-,5.8,6.0,6.2,6.2,4.7,5.2,5.7
Myanmar,Sports Drinks,Off-trade Value RSP,MMK million,Current Prices,"6,021.5","6,356.8","6,738.2","6,991.1","5,587.6","6,928.6","8,284.8"
Myanmar,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Myanmar,Asian Speciality Drinks,Off-trade Value RSP,MMK million,Current Prices,-,-,-,-,-,-,-
Pakistan,HW Soft Drinks - modelled,Retail Volume,million litres,-,188.4,200.2,213.9,227.3,242.7,261.3,280.8
Pakistan,HW Soft Drinks - modelled,Retail Value RSP,PKR million,Current Prices,"37,706.3","42,498.4","49,486.8","56,146.5","68,173.5","80,981.7","96,305.3"
Pakistan,Soft Drinks,Off-trade Volume,million litres,-,"2,470.5","2,681.6","2,904.2","3,130.8","3,378.6","3,650.5","3,904.6"
Pakistan,Soft Drinks,Off-trade Value RSP,PKR billion,Current Prices,196.5,224.2,258.4,295.3,359.2,437.5,531.8
Pakistan,Bottled Water,Off-trade Volume,million litres,-,952.5,"1,057.3","1,168.3","1,280.0","1,388.5","1,496.9","1,597.7"
Pakistan,Bottled Water,Off-trade Value RSP,PKR billion,Current Prices,19.3,22.3,26.3,31.2,38.6,47.0,57.8
Pakistan,Carbonates,Off-trade Volume,million litres,-,952.7,"1,019.6","1,088.6","1,171.5","1,266.1","1,379.5","1,472.9"
Pakistan,Carbonates,Off-trade Value RSP,PKR billion,Current Prices,102.4,116.4,132.0,151.5,183.0,221.3,264.9
Pakistan,Regular Carbonates - modelled,Off-trade Volume,million litres,-,904.1,966.8,"1,031.6","1,109.2","1,199.3","1,302.8","1,386.6"
Pakistan,Regular Carbonates - modelled,Off-trade Value RSP,PKR billion,Current Prices,98.1,111.4,126.3,144.9,174.8,210.6,251.3
Pakistan,Reduced Sugar Carbonates - modelled,Off-trade Volume,million litres,-,48.6,52.7,57.0,62.3,66.8,76.7,86.3
Pakistan,Reduced Sugar Carbonates - modelled,Off-trade Value RSP,PKR billion,Current Prices,4.3,5.0,5.7,6.6,8.3,10.7,13.7
Pakistan,Concentrates,Off-trade Volume,million litres,-,30.0,31.3,32.2,33.0,33.8,34.5,35.3
Pakistan,Concentrates,Off-trade Value RSP,PKR billion,Current Prices,9.8,11.0,12.7,14.4,17.4,21.0,25.6
Pakistan,Juice,Off-trade Volume,million litres,-,458.0,492.3,528.4,554.0,591.2,632.5,682.4
Pakistan,Juice,Off-trade Value RSP,PKR billion,Current Prices,47.0,54.2,63.7,71.2,87.7,108.5,134.0
Pakistan,RTD Coffee,Off-trade Volume,million litres,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pakistan,RTD Coffee,Off-trade Value RSP,PKR billion,Current Prices,0.0,0.0,0.0,0.0,0.1,0.1,0.1
Pakistan,RTD Tea,Off-trade Volume,million litres,-,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Pakistan,RTD Tea,Off-trade Value RSP,PKR billion,Current Prices,0.0,0.0,0.0,0.0,0.1,0.1,0.1
Pakistan,Energy Drinks,Off-trade Volume,million litres,-,77.0,81.0,86.4,91.9,98.7,106.8,116.0
Pakistan,Energy Drinks,Off-trade Value RSP,PKR billion,Current Prices,17.9,20.1,23.7,26.9,32.3,39.6,49.3
Pakistan,Sports Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Pakistan,Sports Drinks,Off-trade Value RSP,PKR billion,Current Prices,-,-,-,-,-,-,-
Pakistan,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Pakistan,Asian Speciality Drinks,Off-trade Value RSP,PKR billion,Current Prices,-,-,-,-,-,-,-
Philippines,HW Soft Drinks,Retail Volume,million litres,-,"1,541.9","1,467.6","1,472.8","1,393.4","1,356.8","1,377.9","1,405.6"
Philippines,HW Soft Drinks,Retail Value RSP,PHP million,Current Prices,"78,983.8","90,305.7","91,036.9","89,705.6","90,981.5","94,124.5","98,099.2"
Philippines,Soft Drinks,Off-trade Volume,million litres,-,"6,767.6","6,631.5","6,808.5","6,469.5","6,533.3","6,857.3","7,196.5"
Philippines,Soft Drinks,Off-trade Value RSP,PHP million,Current Prices,"246,062.6","301,790.1","311,306.4","303,945.6","315,288.7","349,146.7","385,696.0"
Philippines,Bottled Water,Off-trade Volume,million litres,-,"1,393.2","1,468.7","1,564.1","1,668.6","1,753.8","1,881.8","2,012.0"
Philippines,Bottled Water,Off-trade Value RSP,PHP million,Current Prices,"36,391.4","39,303.5","42,125.9","45,617.1","49,080.4","57,164.8","65,759.8"
Philippines,Carbonates,Off-trade Volume,million litres,-,"4,134.2","3,964.3","4,041.7","3,739.8","3,744.8","3,904.3","4,069.0"
Philippines,Carbonates,Off-trade Value RSP,PHP million,Current Prices,"117,230.6","166,320.8","174,723.9","170,334.1","175,524.7","195,250.5","214,332.0"
Philippines,Regular Carbonates,Off-trade Volume,million litres,-,"4,035.4","3,867.5","3,937.2","3,643.6","3,650.5","3,807.4","3,968.7"
Philippines,Regular Carbonates,Off-trade Value RSP,PHP million,Current Prices,"113,004.9","161,393.3","169,097.3","164,734.3","169,659.5","189,072.5","207,590.7"
Philippines,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,98.8,96.8,104.5,96.2,94.3,96.9,100.3
Philippines,Reduced Sugar Carbonates,Off-trade Value RSP,PHP million,Current Prices,"4,225.6","4,927.5","5,626.5","5,599.8","5,865.3","6,178.0","6,741.3"
Philippines,Concentrates,Off-trade Volume,million litres,-,6.8,6.5,6.4,6.1,5.8,5.6,5.4
Philippines,Concentrates,Off-trade Value RSP,PHP million,Current Prices,"26,371.6","24,338.2","18,027.1","17,608.1","18,636.2","18,952.7","20,753.7"
Philippines,Juice,Off-trade Volume,million litres,-,473.3,463.8,450.9,415.5,402.2,408.8,422.2
Philippines,Juice,Off-trade Value RSP,PHP million,Current Prices,"28,934.2","31,358.8","33,219.8","31,666.6","31,794.0","33,681.9","36,546.0"
Philippines,RTD Coffee,Off-trade Volume,million litres,-,26.5,33.1,37.6,28.4,31.3,33.8,35.5
Philippines,RTD Coffee,Off-trade Value RSP,PHP million,Current Prices,"1,996.4","2,711.8","3,095.4","2,503.6","3,306.8","3,915.4","4,364.1"
Philippines,RTD Tea,Off-trade Volume,million litres,-,354.4,331.9,339.2,263.3,247.6,260.3,277.2
Philippines,RTD Tea,Off-trade Value RSP,PHP million,Current Prices,"15,452.2","16,472.0","17,210.1","13,645.5","13,705.4","14,669.0","16,418.4"
Philippines,Energy Drinks,Off-trade Volume,million litres,-,238.1,215.1,220.4,204.0,207.8,220.1,228.2
Philippines,Energy Drinks,Off-trade Value RSP,PHP million,Current Prices,"12,179.8","11,562.2","12,716.5","12,212.7","12,559.7","14,069.4","15,265.9"
Philippines,Sports Drinks,Off-trade Volume,million litres,-,141.3,148.0,148.2,143.7,139.9,142.7,146.9
Philippines,Sports Drinks,Off-trade Value RSP,PHP million,Current Prices,"7,506.4","9,722.9","10,187.7","10,357.9","10,681.3","11,443.0","12,256.2"
Philippines,Asian Speciality Drinks,Off-trade Volume,million litres,-,-,-,-,-,-,-,-
Philippines,Asian Speciality Drinks,Off-trade Value RSP,PHP million,Current Prices,-,-,-,-,-,-,-
Singapore,HW Soft Drinks,Retail Volume,million litres,-,110.2,114.0,124.6,129.0,133.0,137.5,142.1
Singapore,HW Soft Drinks,Retail Value RSP,SGD million,Current Prices,258.5,261.7,282.3,280.8,295.0,306.8,321.2
Singapore,Soft Drinks,Off-trade Volume,million litres,-,305.3,299.1,300.2,301.1,303.3,306.2,309.9
Singapore,Soft Drinks,Off-trade Value RSP,SGD million,Current Prices,609.2,592.2,594.4,576.7,594.0,620.5,643.3
Singapore,Bottled Water,Off-trade Volume,million litres,-,47.0,47.9,48.8,49.8,50.1,50.9,52.1
Singapore,Bottled Water,Off-trade Value RSP,SGD million,Current Prices,48.2,48.2,49.0,50.4,51.0,53.4,55.7
Singapore,Carbonates,Off-trade Volume,million litres,-,85.4,83.2,82.2,81.3,80.4,79.5,79.2
Singapore,Carbonates,Off-trade Value RSP,SGD million,Current Prices,147.9,145.1,144.8,129.9,133.2,137.2,140.6
Singapore,Regular Carbonates,Off-trade Volume,million litres,-,66.9,63.4,60.4,58.2,55.6,53.5,51.9
Singapore,Regular Carbonates,Off-trade Value RSP,SGD million,Current Prices,113.7,108.4,104.1,91.0,87.0,87.2,86.9
Singapore,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,18.4,19.7,21.8,23.1,24.8,26.0,27.3
Singapore,Reduced Sugar Carbonates,Off-trade Value RSP,SGD million,Current Prices,34.2,36.7,40.7,38.9,46.1,49.9,53.7
Singapore,Concentrates,Off-trade Volume,million litres,-,2.3,2.1,2.0,2.0,1.9,1.8,1.7
Singapore,Concentrates,Off-trade Value RSP,SGD million,Current Prices,11.9,11.2,10.6,10.4,10.0,9.9,9.7
Singapore,Juice,Off-trade Volume,million litres,-,71.9,68.0,65.1,63.8,62.2,60.8,59.7
Singapore,Juice,Off-trade Value RSP,SGD million,Current Prices,191.5,179.5,172.7,168.0,167.1,169.1,170.2
Singapore,RTD Coffee,Off-trade Volume,million litres,-,2.9,2.8,2.8,2.8,2.8,2.8,2.8
Singapore,RTD Coffee,Off-trade Value RSP,SGD million,Current Prices,13.7,13.3,12.9,13.0,13.3,13.8,14.1
Singapore,RTD Tea,Off-trade Volume,million litres,-,66.1,65.6,67.6,70.2,73.0,76.4,79.6
Singapore,RTD Tea,Off-trade Value RSP,SGD million,Current Prices,120.3,119.5,124.1,130.9,138.7,151.1,162.6
Singapore,Energy Drinks,Off-trade Volume,million litres,-,5.3,5.5,5.7,4.9,5.8,5.9,6.0
Singapore,Energy Drinks,Off-trade Value RSP,SGD million,Current Prices,29.5,30.3,31.1,28.4,31.8,33.7,35.3
Singapore,Sports Drinks,Off-trade Volume,million litres,-,18.4,18.0,20.4,20.5,21.8,22.8,23.7
Singapore,Sports Drinks,Off-trade Value RSP,SGD million,Current Prices,33.3,32.6,36.8,33.4,36.8,40.0,42.8
Singapore,Asian Speciality Drinks,Off-trade Volume,million litres,-,6.1,5.9,5.8,5.7,5.4,5.4,5.2
Singapore,Asian Speciality Drinks,Off-trade Value RSP,SGD million,Current Prices,13.0,12.6,12.4,12.3,12.1,12.4,12.2
South Korea,HW Soft Drinks,Retail Volume,million litres,-,"2,866.8","3,254.0","3,576.2","4,069.2","4,508.1","4,867.9","5,238.6"
South Korea,HW Soft Drinks,Retail Value RSP,KRW billion,Current Prices,"2,446.7","2,652.7","2,785.8","2,945.2","3,198.8","3,457.2","3,713.9"
South Korea,Soft Drinks,Off-trade Volume,million litres,-,"4,580.4","5,090.7","5,408.8","5,955.7","6,529.1","7,077.4","7,528.9"
South Korea,Soft Drinks,Off-trade Value RSP,KRW billion,Current Prices,"5,990.1","6,322.8","6,508.0","6,792.6","7,613.8","8,733.1","9,263.2"
South Korea,Bottled Water,Off-trade Volume,million litres,-,"2,275.0","2,668.5","2,982.6","3,492.3","3,925.5","4,268.4","4,625.0"
South Korea,Bottled Water,Off-trade Value RSP,KRW billion,Current Prices,"1,142.7","1,288.4","1,403.1","1,595.6","1,943.4","2,254.4","2,371.1"
South Korea,Carbonates,Off-trade Volume,million litres,-,"1,135.0","1,234.1","1,243.6","1,302.6","1,409.8","1,581.5","1,662.4"
South Korea,Carbonates,Off-trade Value RSP,KRW billion,Current Prices,"1,548.7","1,616.5","1,644.0","1,724.5","1,940.8","2,376.2","2,613.6"
South Korea,Regular Carbonates,Off-trade Volume,million litres,-,"1,074.6","1,166.0","1,154.9","1,191.7","1,206.1","1,228.5","1,266.0"
South Korea,Regular Carbonates,Off-trade Value RSP,KRW billion,Current Prices,"1,441.1","1,508.5","1,514.1","1,570.9","1,609.6","1,750.4","1,875.0"
South Korea,Reduced Sugar Carbonates,Off-trade Volume,million litres,-,60.4,68.0,88.7,110.9,203.7,353.1,396.4
South Korea,Reduced Sugar Carbonates,Off-trade Value RSP,KRW billion,Current Prices,107.6,108.1,129.9,153.6,331.2,625.8,738.6
South Korea,Concentrates,Off-trade Volume,million litres,-,4.3,4.0,5.4,5.2,5.1,5.0,4.9
