,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Pack Type | Historical/Forecast,,,,,,,,,,,,
Geography,Category,Packaging Class,Pack Type,Data Type,Unit,2017,2018,2019,2020,2021,2022,2023
Thailand,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"7,701.0","7,970.2","8,458.7","7,632.2","7,409.8","7,726.5","8,386.1"
United Arab Emirates,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"2,696.5","2,830.5","2,675.9","2,493.3","2,598.5","2,664.2","2,748.5"
USA,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"93,776.1","95,026.2","96,409.7","103,245.8","106,880.7","106,520.4","108,238.2"
Venezuela,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,837.7,711.8,607.9,511.1,515.2,576.0,590.4
Vietnam,Soft Drinks Packaging,Total,Rigid Plastic,Retail/off-trade Unit Volume,million units,"6,216.3","6,698.1","7,121.5","7,514.5","7,655.3","7,984.0","8,403.4"
USA,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,"2,323.6","2,229.7","2,120.8","2,189.7","2,145.2","2,026.8","1,946.0"
Venezuela,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,48.7,42.5,27.8,18.4,17.9,20.3,20.8
Singapore,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,3.3,2.3,1.6,1.2,0.9,3.5,5.7
Thailand,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,223.7,222.0,211.1,183.3,164.0,185.2,206.5
Taiwan,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,9.5,9.2,8.9,8.5,8.3,8.0,7.7
Turkey,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,10.4,10.5,11.3,11.9,11.9,7.2,5.1
Philippines,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,3.8,3.7,3.6,3.5,3.3,3.2,3.1
Saudi Arabia,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,38.8,36.6,30.5,18.3,17.6,17.0,16.9
Sweden,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,16.3,18.5,16.4,15.4,15.0,15.0,15.1
Peru,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,41.0,38.6,36.3,31.7,36.4,44.8,49.4
Mexico,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,815.6,819.1,809.1,821.1,812.1,828.1,831.6
South Korea,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Italy,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malaysia,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,1.1,1.1,1.1,1.1,1.0,1.0,1.0
Netherlands,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,69.5,80.9,84.6,77.9,80.3,82.0,85.0
New Zealand,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,27.6,28.2,28.6,30.8,30.7,30.6,30.3
United Kingdom,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,92.8,90.6,91.1,78.4,91.8,91.9,91.0
Greece,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,9.2,11.0,13.3,18.6,22.7,24.9,29.2
Israel,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,2.9,2.6,2.3,2.0,1.9,1.5,1.4
Ireland,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,21.1,21.7,22.4,23.2,24.0,24.5,25.1
Indonesia,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,-,-,-,-,0.0,0.0,0.0
France,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,140.8,138.4,127.1,115.2,109.6,113.2,113.8
Spain,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,-,-,-,-,0.0,0.0,0.0
Germany,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,24.4,25.3,26.4,38.8,41.3,44.5,47.1
Colombia,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,19.2,17.8,16.2,13.6,15.8,18.5,18.4
Chile,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
China,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,303.4,309.7,310.3,300.4,311.4,344.5,357.0
Australia,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,150.4,153.7,156.8,164.9,177.9,184.0,190.3
Argentina,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,1.4,1.0,0.8,0.7,0.8,0.9,0.9
Canada,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,70.1,71.0,71.4,73.0,73.7,73.0,73.6
Brazil,Soft Drinks Packaging,Total,HDPE Bottles,Retail/off-trade Unit Volume,million units,66.7,68.6,70.4,73.6,78.5,85.1,89.7
Brazil,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"14,422.3","14,694.5","15,050.3","14,181.9","14,845.5","15,660.6","16,396.1"
Canada,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"4,942.4","5,097.2","5,263.0","5,505.5","5,547.8","5,587.7","5,744.3"
Switzerland,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"1,564.1","1,557.2","1,533.0","1,591.3","1,576.9","1,576.4","1,579.5"
Argentina,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"6,946.0","6,641.6","5,863.7","6,247.4","6,536.9","6,856.3","7,053.0"
Austria,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"1,240.5","1,277.7","1,317.5","1,383.3","1,433.2","1,369.3","1,342.9"
Australia,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"2,316.1","2,346.8","2,321.7","2,220.4","2,230.0","2,273.0","2,294.9"
Belgium,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"2,068.5","2,130.9","2,091.9","2,223.7","2,178.1","2,186.3","2,187.1"
China,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"106,905.2","111,881.3","116,717.3","115,089.8","121,958.2","128,893.4","135,632.9"
Chile,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"2,384.8","2,331.2","2,518.3","2,545.6","3,047.8","3,135.9","3,258.0"
Colombia,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"4,185.6","4,406.5","4,350.2","4,331.4","4,933.5","5,613.9","5,752.8"
Germany,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"16,500.8","17,082.4","16,836.9","17,042.1","16,813.3","16,998.6","16,908.7"
Finland,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,377.2,415.9,424.9,460.2,494.7,517.7,541.0
France,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"10,337.7","10,719.7","10,598.8","10,612.4","10,584.6","10,791.2","10,899.8"
Denmark,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,579.7,592.1,600.3,638.4,694.6,713.6,725.7
Spain,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"7,889.4","8,009.7","8,262.2","8,592.9","8,514.1","8,472.5","8,470.1"
Ireland,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,771.7,799.4,835.6,922.4,945.2,961.3,983.6
India,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"13,521.8","15,438.4","17,669.2","15,843.3","17,073.3","18,835.6","20,872.4"
Israel,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,856.6,864.6,866.4,894.1,906.3,838.1,832.5
Italy,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"11,535.6","11,295.8","11,340.8","10,810.5","11,323.7","11,562.8","11,651.9"
"Hong Kong, China",Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"1,151.5","1,190.9","1,222.1","1,123.3","1,171.7","1,174.4","1,225.7"
Indonesia,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"17,459.4","18,254.7","18,903.6","16,529.6","17,269.3","18,286.1","19,323.6"
Greece,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,742.4,778.9,831.5,883.0,912.9,919.0,926.4
United Kingdom,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"7,800.1","8,183.2","8,272.1","8,377.0","8,655.4","8,816.1","8,892.5"
Philippines,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"6,549.4","6,620.8","6,919.0","6,676.3","6,803.5","7,243.1","7,745.2"
New Zealand,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,203.5,207.3,209.9,226.0,249.5,260.0,255.4
Norway,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,464.6,465.9,471.3,556.1,604.6,588.4,572.6
Netherlands,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"1,573.0","1,673.9","1,679.9","1,642.9","1,668.3","1,655.2","1,684.5"
Malaysia,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"1,321.6","1,380.0","1,453.6","1,487.7","1,462.6","1,497.6","1,540.7"
Japan,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"25,063.3","26,797.6","26,842.0","26,100.0","27,274.1","28,790.1","29,475.7"
South Korea,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"4,318.2","4,898.7","5,357.6","6,002.2","6,638.6","7,288.0","7,883.1"
Mexico,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"20,024.1","20,567.4","21,137.8","21,404.8","21,352.8","22,052.1","22,709.2"
Saudi Arabia,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"11,180.0","10,678.7","10,545.4","9,387.4","9,529.8","9,771.1","10,095.6"
Sweden,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,790.1,884.6,877.9,798.9,815.7,836.1,857.0
Portugal,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"1,045.6","1,074.7","1,100.2","1,147.3","1,199.6","1,250.7","1,264.0"
Peru,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"2,027.4","2,007.7","2,000.9","1,639.5","1,901.8","2,017.4","2,075.2"
Taiwan,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"2,226.6","2,210.7","2,219.9","2,275.4","2,286.6","2,329.6","2,374.5"
Turkey,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"4,555.7","4,979.8","5,272.1","5,223.5","5,504.8","5,801.0","6,011.3"
Thailand,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"6,959.4","7,204.6","7,674.9","7,001.0","6,805.8","7,112.8","7,718.5"
Singapore,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,208.9,207.1,210.2,212.8,213.9,218.9,222.2
Vietnam,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"6,216.3","6,698.1","7,121.5","7,514.5","7,655.3","7,984.0","8,403.4"
Venezuela,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,789.0,669.3,580.0,492.7,497.3,555.8,569.6
USA,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"90,818.3","92,174.4","93,680.7","100,418.9","104,101.0","103,885.5","105,703.3"
United Arab Emirates,Soft Drinks Packaging,Total,PET Bottles,Retail/off-trade Unit Volume,million units,"2,451.0","2,558.6","2,406.0","2,248.2","2,340.9","2,392.6","2,459.6"
USA,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,50.1,47.6,45.9,46.4,46.3,44.7,44.2
Norway,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.1,0.1,0.1,0.1
New Zealand,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Italy,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,0.8,0.8,0.8,0.9,0.8,0.9,1.0
India,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,7.1,7.0,6.5,8.8,7.9,8.2,8.4
Spain,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,1.2,1.3,1.3,1.3,1.3,1.3,1.3
France,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,1.0,0.7,0.6,0.3,0.3,0.3,0.3
Germany,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,14.8,14.2,13.3,13.1,12.4,11.9,11.5
Belgium,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Australia,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,4.8,5.2,5.4,4.4,5.8,5.9,6.0
Austria,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Switzerland,Soft Drinks Packaging,Total,PET Jars ,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,59.5,63.8,68.1,71.7,73.5,74.4,75.6
Brazil,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,"2,125.2","2,174.1","2,231.0","1,890.3","1,886.0","1,941.3","1,929.2"
Belgium,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,19.4,25.7,28.6,29.7,32.6,34.4,36.8
Germany,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,290.5,342.1,378.8,353.8,328.2,345.4,351.8
Colombia,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,53.1,50.0,47.4,41.7,48.2,50.5,49.3
China,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,-,-,-,-,-,-,-
France,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,29.4,34.8,38.1,38.2,39.7,41.5,43.4
Spain,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,79.5,88.8,101.0,119.7,126.7,139.8,154.3
Denmark,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,2.1,2.2,2.4,2.6,2.7,2.9,3.1
Italy,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,374.2,366.6,372.5,289.9,334.8,342.7,365.0
United Kingdom,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,59.7,66.3,78.2,92.3,116.2,132.1,150.2
Indonesia,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,"22,345.0","22,803.4","24,000.8","20,467.2","20,812.3","20,963.8","21,201.7"
Greece,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,0.3,0.3,0.3,0.3,0.4,0.4,0.5
Philippines,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,913.7,960.5,"1,009.6","1,077.9","1,133.9","1,277.7","1,392.3"
Malaysia,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,81.7,89.7,99.2,106.2,109.4,117.4,125.5
Netherlands,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,29.5,47.4,59.7,70.0,83.0,95.9,102.6
South Korea,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,550.8,552.3,586.1,619.5,680.6,696.3,702.7
Japan,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,684.7,677.4,673.9,585.0,579.8,473.9,453.7
United Arab Emirates,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,241.6,267.8,265.7,240.6,253.2,267.1,284.3
Thailand,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,517.9,543.7,572.6,447.9,440.1,428.5,461.1
Sweden,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,12.7,15.5,16.9,18.4,19.3,21.5,23.2
Turkey,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,39.2,74.2,78.6,74.4,82.1,89.8,94.5
Taiwan,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,14.0,12.5,11.1,9.8,8.8,7.8,6.9
Peru,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,61.1,64.5,67.0,52.9,42.7,45.2,47.4
Portugal,Soft Drinks Packaging,Total,Thin Wall Plastic Containers,Retail/off-trade Unit Volume,million units,0.8,1.0,1.1,1.4,2.5,2.7,2.9
Sweden,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,2.3,2.6,2.7,2.8,3.1,3.3,3.4
Peru,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,55.1,56.5,57.2,40.2,44.0,46.3,48.3
Taiwan,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,22.3,23.3,24.4,25.8,26.7,27.8,29.1
Turkey,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Singapore,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,1.4,1.3,1.3,1.3,1.2,1.2,1.1
USA,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,497.9,490.9,480.4,506.6,502.3,478.1,457.9
Japan,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,81.9,86.6,94.4,117.3,123.8,127.4,130.3
Netherlands,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,17.9,17.3,17.9,17.3,18.7,18.3,18.9
New Zealand,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.1,0.1,0.2,0.4
Greece,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,13.3,14.3,15.5,19.5,21.3,20.9,22.0
United Kingdom,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,208.5,208.5,213.3,209.9,215.1,211.9,212.8
France,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,-,-,-,-,0.8,0.8,0.7
Spain,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,1.8,1.7,1.5,1.4,1.3,1.2,2.9
China,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,80.8,184.7,412.2,379.3,404.5,433.5,470.8
Belgium,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,21.5,22.0,21.6,24.7,25.1,25.4,25.6
Australia,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,85.4,83.0,81.2,82.4,79.6,77.9,76.3
Brazil,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,461.0,475.4,489.2,412.4,423.3,434.7,444.0
Canada,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,25.3,25.8,26.7,26.1,27.1,28.1,28.8
Switzerland,Soft Drinks Packaging,Total,Other Plastic Bottles,Retail/off-trade Unit Volume,million units,7.0,5.6,4.8,4.1,4.1,4.1,4.2
Switzerland,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Canada,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,3.3,3.2,3.0,3.0,2.9,2.6,2.6
France,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,3.1,3.0,3.0,2.4,2.4,2.4,2.3
Greece,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,1.0,1.0,1.0,1.0,1.0,0.9,0.9
United Kingdom,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,0.9,0.8,0.7,0.6,0.6,0.5,0.5
Ireland,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.1,0.1,0.1,0.1
United Arab Emirates,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,4.0,4.1,4.3,4.4,4.4,4.4,4.5
USA,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,33.9,32.4,31.4,30.9,30.6,29.8,29.0
Singapore,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saudi Arabia,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,2.7,3.9,4.3,4.3,4.0,3.9,3.9
Sweden,Soft Drinks Packaging,Total,Other Plastic Jars,Retail/off-trade Unit Volume,million units,0.1,0.1,0.1,0.1,0.1,0.1,0.1
USA,Soft Drinks Packaging,Total,Other Rigid Containers,Retail/off-trade Unit Volume,million units,52.3,51.2,50.6,53.3,55.2,55.7,57.8
Italy,Soft Drinks Packaging,Total,Other Rigid Containers,Retail/off-trade Unit Volume,million units,0.1,0.1,0.2,0.2,0.1,0.1,0.1
France,Soft Drinks Packaging,Total,Other Rigid Containers,Retail/off-trade Unit Volume,million units,0.1,0.1,0.2,0.2,0.2,0.3,0.3
United Arab Emirates,Soft Drinks Packaging,Total,Other Packaging,Retail/off-trade Unit Volume,million units,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden,Soft Drinks Packaging,Total,Other Packaging,Retail/off-trade Unit Volume,million units,1.0,1.4,1.2,1.3,1.4,1.6,1.8
Thailand,Soft Drinks Packaging,Total,Other Packaging,Retail/off-trade Unit Volume,million units,6.8,5.4,5.6,5.5,5.2,6.1,7.0
